delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beeb.started,sound_1.started,sound_1.stopped,beeb.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.1,1000,exp,0,0,0,space,1.5291191000142135,None,200,1,[2.2107185999921057],[2.2107306999969296],0,0,0,9,0.07247530002496205,,0.05840180002269335,0.07247530002496205,1.0056631000188645,1.0056631000188645,1.0730624000134412,2.5458921000245027,space,1.5291191000142135,None,2.546866700024111,2.655190666675723,2.9806960000132676,2.9575551000016276,2.9585640000004787,2.9806960000132676,2.9806960000132676,2.9806960000132676,5.192226300016046,200,1,[2.2107185999921057],[2.2107306999969296],098364,001,2024-11-08_14h13.56.961,Intentional binding,2024.2.2,59.892720155064744,2024-11-08 14h14.06.892450 +0530,
0.1,1000,exp,1,1,0,space,1.2653682999953162,None,100,1,[2.8983658000070136],[2.8983869000221603],0,1,1,3,5.207817100017564,,5.192603200004669,5.207817100017564,6.207169500004966,6.207169500004966,6.207169500004966,7.474852200015448,space,1.2653682999953162,None,7.475763000024017,7.590216466666122,7.899691200000234,7.885244800010696,7.88577280001482,7.899691200000234,7.899691200000234,7.899691200000234,10.798809700005222,100,1,[2.8983658000070136],[2.8983869000221603],098364,001,2024-11-08_14h13.56.961,Intentional binding,2024.2.2,59.892720155064744,2024-11-08 14h14.06.892450 +0530,
0.7,1000,exp,2,2,0,space,1.0433642999851145,None,"200
",1,[4.652068800001871],[4.6520836999989115],0,2,2,11,10.81358290000935,,10.79911200000788,10.81358290000935,11.814429700025357,11.814429700025357,11.814429700025357,12.86433880002005,space,1.0433642999851145,None,12.865235000004759,13.579584666677208,13.904040499997791,13.879820000001928,13.880673100007698,13.904040499997791,13.904040499997791,13.904040499997791,18.556985000002896,"200
",1,[4.652068800001871],[4.6520836999989115],098364,001,2024-11-08_14h13.56.961,Intentional binding,2024.2.2,59.892720155064744,2024-11-08 14h14.06.892450 +0530,
0.1,400,unexp,3,3,0,space,0.9352707999933045,None,300,1,[2.541369400016265],[2.5413959000143223],0,3,3,0,18.572387300024275,,18.557386500004213,18.572387300024275,19.5723730000027,19.5723730000027,19.5723730000027,20.52298590002465,space,0.9352707999933045,None,20.52375250001205,20.638315666674558,20.962833400000818,20.941214500024216,20.94180710002547,20.962833400000818,20.962833400000818,20.962833400000818,23.505142000009073,300,1,[2.541369400016265],[2.5413959000143223],098364,001,2024-11-08_14h13.56.961,Intentional binding,2024.2.2,59.892720155064744,2024-11-08 14h14.06.892450 +0530,
0.7,1000,exp,4,4,0,space,0.5688396999903489,None,300,1,[1.6666990999947302],[1.66671670001233],0,4,4,5,23.519475100009004,,23.505524100008188,23.519475100009004,24.519304000015836,24.519304000015836,24.519304000015836,25.103795400005765,space,0.5688396999903489,None,25.10455990000628,25.818855466674236,26.1440494999988,26.11466340001789,26.11518180000712,26.1440494999988,26.1440494999988,26.1440494999988,27.81147340001189,300,1,[1.6666990999947302],[1.66671670001233],098364,001,2024-11-08_14h13.56.961,Intentional binding,2024.2.2,59.892720155064744,2024-11-08 14h14.06.892450 +0530,
0.4,1000,exp,5,5,0,space,1.357994799996959,None,,1,[0.4511872000002768],[0.4511982999974862],0,5,5,7,27.826110900001368,,27.811870400008047,27.826110900001368,28.825384000025224,28.825384000025224,28.825384000025224,30.192567200021585,space,1.357994799996959,None,30.1933629999985,30.608713066674923,30.93315930000972,30.9037432000041,30.904647700022906,30.93315930000972,30.93315930000972,30.93315930000972,31.38513170002261,,1,[0.4511872000002768],[0.4511982999974862],098364,001,2024-11-08_14h13.56.961,Intentional binding,2024.2.2,59.892720155064744,2024-11-08 14h14.06.892450 +0530,
0.4,1000,exp,6,6,0,space,2.0767652000067756,None,100,1,[4.715661700000055],[4.715676200023154],0,6,6,10,31.399896200018702,,31.385519900009967,31.399896200018702,32.400355200021295,32.400355200021295,32.400355200021295,34.482918900001096,space,2.0767652000067756,None,34.48366570001235,34.89828736667211,35.2230785000138,35.20229400001699,35.20277450000867,35.2230785000138,35.2230785000138,35.2230785000138,39.93963690000237,100,1,[4.715661700000055],[4.715676200023154],098364,001,2024-11-08_14h13.56.961,Intentional binding,2024.2.2,59.892720155064744,2024-11-08 14h14.06.892450 +0530,
0.4,400,unexp,7,7,0,space,0.6855635999818332,None,200,1,[2.221335899987025],[2.221349300001748],0,7,7,1,39.95495780001511,,39.9401222000015,39.95495780001511,40.954266700020526,40.954266700020526,40.954266700020526,41.65483290000702,space,0.6855635999818332,None,41.65569179999875,42.07010056666719,42.39509289999842,42.370519500022056,42.37109770000097,42.39509289999842,42.39509289999842,42.39509289999842,44.6173298000067,200,1,[2.221335899987025],[2.221349300001748],098364,001,2024-11-08_14h13.56.961,Intentional binding,2024.2.2,59.892720155064744,2024-11-08 14h14.06.892450 +0530,
0.1,1000,exp,8,8,0,space,0.5091248000098858,None,200,1,[3.183284900005674],[3.1832985000219196],0,8,8,6,44.632659399998374,,44.617752500023926,44.632659399998374,45.632090200000675,45.632090200000675,45.632090200000675,46.15023110000766,space,0.5091248000098858,None,46.151070400024764,46.26556036668286,46.590457000012975,46.56238860002486,46.562907100014854,46.590457000012975,46.590457000012975,46.590457000012975,49.77461170000606,200,1,[3.183284900005674],[3.1832985000219196],098364,001,2024-11-08_14h13.56.961,Intentional binding,2024.2.2,59.892720155064744,2024-11-08 14h14.06.892450 +0530,
0.7,1000,exp ,9,9,0,space,0.9235803000046872,None,300,1,[2.1334030000143684],[2.133414100011578],0,9,9,8,49.789944600022864,,49.775017300009495,49.789944600022864,50.78930940001737,50.78930940001737,50.78930940001737,51.72373350002454,space,0.9235803000046872,None,51.724536399997305,52.43890976667559,52.76352210002369,52.73856820000219,52.73910080001224,52.76352210002369,52.76352210002369,52.76352210002369,54.89774570000009,300,1,[2.1334030000143684],[2.133414100011578],098364,001,2024-11-08_14h13.56.961,Intentional binding,2024.2.2,59.892720155064744,2024-11-08 14h14.06.892450 +0530,
