10.2586 	INFO 	Loaded monitor calibration from ['2024_08_23 11:36']
10.2700 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1200]. Using actual size
10.6209 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019ACFC5E6B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019ACFC5E650>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000019ACFCF74C0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.6211 	EXP 	window1: backgroundImage = ''
10.6211 	EXP 	window1: backgroundFit = 'none'
10.7026 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.7027 	EXP 	window1: recordFrameIntervals = False
10.9724 	EXP 	window1: recordFrameIntervals = True
11.1567 	EXP 	Screen (0) actual frame rate measured at 59.52Hz
11.1568 	EXP 	window1: recordFrameIntervals = False
15.2183 	INFO 	keyboard.Keyboard is using iohub backend.
15.2184 	INFO 	keyboard.Keyboard is using iohub backend.
15.2184 	INFO 	keyboard.Keyboard is using iohub backend.
15.2185 	INFO 	keyboard.Keyboard is using iohub backend.
15.2186 	INFO 	keyboard.Keyboard is using iohub backend.
15.2187 	INFO 	keyboard.Keyboard is using iohub backend.
15.2187 	EXP 	Solo project: status = STARTED
15.3397 	EXP 	Created Welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Welcome', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
