thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
51,0,51,[0.4083333333333333],[-0.25833333333333336],[1],[0],[0],[1.8999197999946773],['target'],51,0,51,0,59.16495719994418,,10,59.14896490005776,59.16495719994418,59.16495719994418,0.030967800179496408,61.049429199891165,[0.4083333333333333],[-0.25833333333333336],[1],[0],[0],[1.8999197999946773],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
52,0,52,[-0.17833333333333334],[0.36833333333333335],[1],[0],[0],[1.0662478001322597],['target'],52,0,52,0,61.09740790002979,,10,61.08190830005333,61.09740790002979,61.09740790002979,0.032275599893182516,62.148633799981326,[-0.17833333333333334],[0.36833333333333335],[1],[0],[0],[1.0662478001322597],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
53,0,53,[-0.1575],[0.375],[1],[0],[0],[1.2230062999296933],['target'],53,0,53,0,62.18826269987039,,5,62.16663650004193,62.18826269987039,62.18826269987039,0.017798500135540962,63.39019189984538,[-0.1575],[0.375],[1],[0],[0],[1.2230062999296933],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
54,0,54,[-0.3175],[-0.03833333333333333],[1],[0],[0],[0.9514260001014918],['target'],54,0,54,0,63.43820949993096,,10,63.42210389999673,63.43820949993096,63.43820949993096,0.03169739991426468,64.37402520002797,[-0.3175],[-0.03833333333333333],[1],[0],[0],[0.9514260001014918],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
55,0,55,[0.18583333333333332],[0.1775],[1],[0],[0],[0.9795985999517143],['target'],55,0,55,0,64.40407759998925,,5,64.3926965999417,64.40407759998925,64.40407759998925,0.018404100090265274,65.37271739984863,[0.18583333333333332],[0.1775],[1],[0],[0],[0.9795985999517143],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
56,0,56,[-0.39666666666666667],[-0.44916666666666666],[1],[0],[0],[2.0159974000416696],['target'],56,0,56,0,65.4201396999415,,10,65.40427179983817,65.4201396999415,65.4201396999415,0.03138060006313026,67.42073719995096,[-0.39666666666666667],[-0.44916666666666666],[1],[0],[0],[2.0159974000416696],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
57,0,57,[0.2525],[0.465],[1],[0],[0],[2.538025600137189],['target'],57,0,57,0,67.46063950005919,,5,67.43941610003822,67.46063950005919,67.46063950005919,0.01844180002808571,69.97790639987215,[0.2525],[0.465],[1],[0],[0],[2.538025600137189],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
58,0,58,[-0.09],[0.21666666666666667],[1],[0],[0],[1.4332661000080407],['target'],58,0,58,0,70.02586489985697,,10,70.00977809983306,70.02586489985697,70.02586489985697,0.03167710010893643,71.44345250003971,[-0.09],[0.21666666666666667],[1],[0],[0],[1.4332661000080407],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
59,0,59,[0.10083333333333333],[-0.18083333333333335],[1],[0],[0],[1.3161829998716712],['target'],59,0,59,0,71.49095209990628,,10,71.47556509985588,71.49095209990628,71.49095209990628,0.031889700097963214,72.79226120002568,[0.10083333333333333],[-0.18083333333333335],[1],[0],[0],[1.3161829998716712],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
60,0,60,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.9833656998816878],[None],60,0,60,0,72.84032319998369,,10,72.8242380998563,72.84032319998369,72.84032319998369,0.03165009990334511,73.80817069998011,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.9833656998816878],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
61,0,61,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.12445489992387593],[None],61,0,61,0,73.84845039993525,,5,73.82520399987698,73.84845039993525,73.84845039993525,0.016694099875167012,73.95020349998958,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.12445489992387593],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
62,0,62,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.12356709991581738],[None],62,0,62,0,73.9900751998648,,5,73.9668816998601,73.9900751998648,73.9900751998648,0.01649930002167821,74.09091689996421,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.12356709991581738],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
63,0,63,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.1246271999552846],[None],63,0,63,0,74.13126980001107,,5,74.1078017000109,74.13126980001107,74.13126980001107,0.016739800106734037,74.23295670002699,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.1246271999552846],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
64,0,64,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.14057819987647235],[None],64,0,64,0,74.27320989989676,,5,74.25002519995905,74.27320989989676,74.27320989989676,0.01686670002527535,74.39103299984708,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.14057819987647235],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
65,0,65,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.05249019991606474],[None],65,0,65,0,74.4404094000347,,10,74.42390499985777,74.4404094000347,74.4404094000347,0.03278889995999634,74.47678070003167,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.05249019991606474],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
66,0,66,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.0892578000202775],[None],66,0,66,0,74.5315165000502,,10,74.50999599997886,74.5315165000502,74.5315165000502,0.03303000004962087,74.59972329996526,[0.10083333333333333],[-0.18083333333333335],[0],[0],[1],[0.0892578000202775],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
67,0,67,[0.165],[-0.2425],[1],[0],[0],[1.4771372999530286],[None],67,0,67,0,74.66447829990648,,10,74.63852289994247,74.66447829990648,74.66447829990648,0.038552300073206425,76.11621559993364,[0.165],[-0.2425],[1],[0],[0],[1.4771372999530286],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
68,0,68,[0.4225],[-0.18333333333333332],[1],[0],[0],[1.851794899906963],['target'],68,0,68,0,76.16456969990395,,10,76.14829949988052,76.16456969990395,76.16456969990395,0.031865600030869246,78.00061889993958,[0.4225],[-0.18333333333333332],[1],[0],[0],[1.851794899906963],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
69,0,69,[-0.4741666666666667],[-0.42916666666666664],[1],[0],[0],[1.1972284999210387],['target'],69,0,69,0,78.02996029984206,,5,78.01670929999091,78.02996029984206,78.02996029984206,0.01588750001974404,79.21440070006065,[-0.4741666666666667],[-0.42916666666666664],[1],[0],[0],[1.1972284999210387],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
70,0,70,[0.31416666666666665],[-0.09],[1],[0],[0],[2.033140500076115],['target'],70,0,70,0,79.2640835000202,,10,79.24874760000966,79.2640835000202,79.2640835000202,0.03415410011075437,81.28234839998186,[0.31416666666666665],[-0.09],[1],[0],[0],[2.033140500076115],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
71,0,71,[-0.28833333333333333],[0.44333333333333336],[1],[0],[0],[2.496573399985209],['target'],71,0,71,0,81.31199339986779,,5,81.2990125999786,81.31199339986779,81.31199339986779,0.01645289990119636,83.79615109995939,[-0.28833333333333333],[0.44333333333333336],[1],[0],[0],[2.496573399985209],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
72,0,72,[-0.4083333333333333],[-0.2775],[1],[0],[0],[1.1237216999288648],['target'],72,0,72,0,83.83578710001893,,5,83.81287959986366,83.83578710001893,83.83578710001893,0.01648559980094433,84.9371907999739,[-0.4083333333333333],[-0.2775],[1],[0],[0],[1.1237216999288648],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
73,0,73,[0.06666666666666667],[-0.44583333333333336],[1],[0],[0],[1.6669436001684517],['target'],73,0,73,0,84.9873567998875,,10,84.97146110003814,84.9873567998875,84.9873567998875,0.034057100070640445,86.63885900005698,[0.06666666666666667],[-0.44583333333333336],[1],[0],[0],[1.6669436001684517],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
74,0,74,[0.4],[0.15416666666666667],[1],[0],[0],[2.2673837998881936],['target'],74,0,74,0,86.69533839984797,,10,86.67794319987297,86.69533839984797,86.69533839984797,0.0388329999987036,88.94577579991892,[0.4],[0.15416666666666667],[1],[0],[0],[2.2673837998881936],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
75,0,75,[0.45416666666666666],[0.050833333333333335],[1],[0],[0],[1.5410886001773179],['target'],75,0,75,0,88.9866152999457,,5,88.96190420002677,88.9866152999457,88.9866152999457,0.015888000139966607,90.50343229994178,[0.45416666666666666],[0.050833333333333335],[1],[0],[0],[1.5410886001773179],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
76,0,76,[-0.16],[0.095],[1],[0],[0],[1.1161360999103636],['target'],76,0,76,0,90.55190499988385,,10,90.53519580001011,90.55190499988385,90.55190499988385,0.03156809997744858,91.65181299997494,[-0.16],[0.095],[1],[0],[0],[1.1161360999103636],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
77,0,77,[0.03833333333333333],[0.43],[1],[0],[0],[1.0898661999963224],['target'],77,0,77,0,91.69205569988117,,5,91.6694505000487,91.69205569988117,91.69205569988117,0.01743100001476705,92.75974979996681,[0.03833333333333333],[0.43],[1],[0],[0],[1.0898661999963224],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
78,0,78,[-0.25666666666666665],[-0.09666666666666666],[1],[0],[0],[1.183118399931118],['target'],78,0,78,0,92.80809389986098,,10,92.791879999917,92.80809389986098,92.80809389986098,0.03195680002681911,93.97546619991772,[-0.25666666666666665],[-0.09666666666666666],[1],[0],[0],[1.183118399931118],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
79,0,79,[-0.04583333333333333],[-0.4375],[1],[0],[0],[1.4175059001427144],['target'],79,0,79,0,94.02365199988708,,10,94.00701339985244,94.02365199988708,94.02365199988708,0.03132569999434054,95.42506649997085,[-0.04583333333333333],[-0.4375],[1],[0],[0],[1.4175059001427144],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
80,0,80,[0.2758333333333333],[-0.16],[1],[0],[0],[1.1737625999376178],['target'],80,0,80,0,95.46500630001538,,5,95.44157240004279,95.46500630001538,95.46500630001538,0.016288000158965588,96.61581319989637,[0.2758333333333333],[-0.16],[1],[0],[0],[1.1737625999376178],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
81,0,81,[0.44666666666666666],[-0.30833333333333335],[1],[0],[0],[2.1495840998832136],['target'],81,0,81,0,96.66386829991825,,10,96.64756609988399,96.66386829991825,96.66386829991825,0.03153579984791577,98.7976130999159,[0.44666666666666666],[-0.30833333333333335],[1],[0],[0],[2.1495840998832136],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
82,0,82,[-0.35],[0.1],[1],[0],[0],[1.3005011000204831],['target'],82,0,82,0,98.84562260005623,,10,98.82918590004556,98.84562260005623,98.84562260005623,0.03134149988181889,100.13015490001999,[-0.35],[0.1],[1],[0],[0],[1.3005011000204831],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
83,0,83,[-0.14666666666666667],[0.2966666666666667],[1],[0],[0],[1.09984129993245],['target'],83,0,83,0,100.17767599993385,,10,100.16118769999593,100.17767599993385,100.17767599993385,0.03083240007981658,101.26151870004833,[-0.14666666666666667],[0.2966666666666667],[1],[0],[0],[1.09984129993245],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
84,0,84,[0.0425],[0.4058333333333333],[1],[0],[0],[2.617671199841425],['target'],84,0,84,0,101.30202810000628,,5,101.27777739986777,101.30202810000628,101.30202810000628,0.016039000125601888,103.89606719999574,[0.0425],[0.4058333333333333],[1],[0],[0],[2.617671199841425],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
85,0,85,[0.16416666666666666],[0.4375],[1],[0],[0],[0.9566317999269813],['target'],85,0,85,0,103.95075719989836,,10,103.92754429997876,103.95075719989836,103.95075719989836,0.031256800051778555,104.88463620003313,[0.16416666666666666],[0.4375],[1],[0],[0],[0.9566317999269813],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
86,0,86,[-0.5016666666666667],[0.23083333333333333],[1],[0],[0],[4.374642400071025],['target'],86,0,86,0,104.92538969987072,,5,104.90140109998174,104.92538969987072,104.92538969987072,0.016558100003749132,109.2765756000299,[-0.5016666666666667],[0.23083333333333333],[1],[0],[0],[4.374642400071025],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
87,0,87,[-0.3875],[-0.3433333333333333],[1],[0],[0],[1.6553281999658793],['target'],87,0,87,0,109.33162329997867,,10,109.3094363999553,109.33162329997867,109.33162329997867,0.032688300125300884,110.96523629990406,[-0.3875],[-0.3433333333333333],[1],[0],[0],[1.6553281999658793],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
88,0,88,[0.27166666666666667],[0.18416666666666667],[1],[0],[0],[1.359136699931696],['target'],88,0,88,0,111.00601030001417,,5,110.98140829987824,111.00601030001417,111.00601030001417,0.015928899869322777,112.34111649985425,[0.27166666666666667],[0.18416666666666667],[1],[0],[0],[1.359136699931696],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
89,0,89,[-0.035],[-0.39666666666666667],[1],[0],[0],[1.2335297998506576],['target'],89,0,89,0,112.38122570002452,,5,112.35730109992437,112.38122570002452,112.38122570002452,0.016009500017389655,113.59134549996816,[-0.035],[-0.39666666666666667],[1],[0],[0],[1.2335297998506576],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
90,0,90,[0.04083333333333333],[-0.38416666666666666],[1],[0],[0],[0.8475060001946986],['target'],90,0,90,0,113.62165750004351,,5,113.6078031999059,113.62165750004351,113.62165750004351,0.016271899919956923,114.45575540000573,[0.04083333333333333],[-0.38416666666666666],[1],[0],[0],[0.8475060001946986],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
91,0,91,[0.14],[-0.005],[1],[0],[0],[1.4169600999448448],['target'],91,0,91,0,114.5055841000285,,10,114.49042439996265,114.5055841000285,114.5055841000285,0.034481200156733394,115.90789359994233,[0.14],[-0.005],[1],[0],[0],[1.4169600999448448],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
92,0,92,[-0.07333333333333333],[0.38333333333333336],[1],[0],[0],[1.4734374999534339],['target'],92,0,92,0,115.93747529992834,,5,115.92448849999346,115.93747529992834,115.93747529992834,0.01638629985973239,117.39845469989814,[-0.07333333333333333],[0.38333333333333336],[1],[0],[0],[1.4734374999534339],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
93,0,93,[0.010833333333333334],[0.4866666666666667],[1],[0],[0],[2.205044699832797],['target'],93,0,93,0,117.4527620000299,,10,117.43169899983332,117.4527620000299,117.4527620000299,0.033015199936926365,119.63736509997398,[0.010833333333333334],[0.4866666666666667],[1],[0],[0],[2.205044699832797],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
94,0,94,[0.010833333333333334],[0.4866666666666667],[0],[0],[1],[1.232869500061497],[None],94,0,94,0,119.68594609992579,,10,119.66944049997255,119.68594609992579,119.68594609992579,0.031754600116983056,120.90274199983105,[0.010833333333333334],[0.4866666666666667],[0],[0],[1],[1.232869500061497],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
95,0,95,[0.010833333333333334],[0.4866666666666667],[0],[0],[1],[0.2024793999735266],[None],95,0,95,0,120.95262730005197,,10,120.93698580004275,120.95262730005197,120.95262730005197,0.03404389997012913,121.14007359999232,[0.010833333333333334],[0.4866666666666667],[0],[0],[1],[0.2024793999735266],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
96,0,96,[0.010833333333333334],[0.4866666666666667],[0],[0],[1],[0.20453829993493855],[None],96,0,96,0,121.19315319997258,,10,121.17332139983773,121.19315319997258,121.19315319997258,0.0330335998442024,121.3783672999125,[0.010833333333333334],[0.4866666666666667],[0],[0],[1],[0.20453829993493855],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
97,0,97,[0.010833333333333334],[0.4866666666666667],[0],[0],[1],[0.22359269997105002],[None],97,0,97,0,121.41770399990492,,5,121.39543979987502,121.41770399990492,121.41770399990492,0.016831699991598725,121.61945530003868,[0.010833333333333334],[0.4866666666666667],[0],[0],[1],[0.22359269997105002],[None],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
98,0,98,[0.4583333333333333],[-0.15583333333333332],[1],[0],[0],[1.4742358999792486],['target'],98,0,98,0,121.65931560005993,,5,121.63592489995062,121.65931560005993,121.65931560005993,0.01629170007072389,123.11071829986759,[0.4583333333333333],[-0.15583333333333332],[1],[0],[0],[1.4742358999792486],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
99,0,99,[0.12666666666666668],[0.4225],[1],[0],[0],[1.540424499893561],['target'],99,0,99,0,123.1503693999257,,5,123.12719639996067,123.1503693999257,123.1503693999257,0.016272000037133694,124.66816490003839,[0.12666666666666668],[0.4225],[1],[0],[0],[1.540424499893561],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
100,0,100,[-0.029166666666666667],[0.17166666666666666],[1],[0],[0],[0.9585192000959069],['target'],100,0,100,0,124.70828110002913,,5,124.68412179988809,124.70828110002913,124.70828110002913,0.015779600013047457,125.64319299999624,[-0.029166666666666667],[0.17166666666666666],[1],[0],[0],[0.9585192000959069],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
101,0,101,[0.3016666666666667],[0.18583333333333332],[1],[0],[0],[1.1402447000145912],['target'],101,0,101,0,125.68352029984817,,5,125.65951909986325,125.68352029984817,125.68352029984817,0.01607809984125197,126.80020529986359,[0.3016666666666667],[0.18583333333333332],[1],[0],[0],[1.1402447000145912],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
102,0,102,[-0.4225],[-0.38416666666666666],[1],[0],[0],[1.5507954000495374],['target'],102,0,102,0,126.84825629997067,,10,126.83227450004779,126.84825629997067,126.84825629997067,0.031885400181636214,128.38367110001855,[-0.4225],[-0.38416666666666666],[1],[0],[0],[1.5507954000495374],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
103,0,103,[-0.43],[-0.28583333333333333],[1],[0],[0],[0.9696943999733776],['target'],103,0,103,0,128.43149579991587,,10,128.41554769990034,128.43149579991587,128.43149579991587,0.03160970006138086,129.38584390003234,[-0.43],[-0.28583333333333333],[1],[0],[0],[0.9696943999733776],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
104,0,104,[-0.24583333333333332],[0.2841666666666667],[1],[0],[0],[1.5291331000626087],['target'],104,0,104,0,129.41392809990793,,5,129.40204739989713,129.41392809990793,129.41392809990793,0.015993000008165836,130.93164910003543,[-0.24583333333333332],[0.2841666666666667],[1],[0],[0],[1.5291331000626087],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
105,0,105,[0.4891666666666667],[-0.45416666666666666],[1],[0],[0],[2.149861400015652],['target'],105,0,105,0,130.9794896999374,,10,130.96337969996966,130.9794896999374,130.9794896999374,0.0315569001249969,133.11374079994857,[0.4891666666666667],[-0.45416666666666666],[1],[0],[0],[2.149861400015652],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
106,0,106,[0.49083333333333334],[0.09416666666666666],[1],[0],[0],[1.6574017000384629],['target'],106,0,106,0,133.153733599931,,5,133.13015690003522,133.153733599931,133.153733599931,0.01616539992392063,134.78802099986933,[0.49083333333333334],[0.09416666666666666],[1],[0],[0],[1.6574017000384629],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
107,0,107,[0.24583333333333332],[0.08833333333333333],[1],[0],[0],[1.1571303000673652],['target'],107,0,107,0,134.82796599995345,,5,134.80488369986415,134.82796599995345,134.82796599995345,0.01668829983100295,135.9624460998457,[0.24583333333333332],[0.08833333333333333],[1],[0],[0],[1.1571303000673652],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
108,0,108,[0.3433333333333333],[-0.07],[1],[0],[0],[0.9406783999875188],['target'],108,0,108,0,136.0032078998629,,5,135.97887669992633,136.0032078998629,136.0032078998629,0.016255199909210205,136.92002759990282,[0.3433333333333333],[-0.07],[1],[0],[0],[0.9406783999875188],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
109,0,109,[-0.19],[-0.39],[1],[0],[0],[2.1097780000418425],['target'],109,0,109,0,136.96753160003573,,10,136.9520481999498,136.96753160003573,136.96753160003573,0.03182179993018508,139.06227470003068,[-0.19],[-0.39],[1],[0],[0],[2.1097780000418425],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
110,0,110,[0.2725],[-0.36583333333333334],[1],[0],[0],[1.147374500054866],['target'],110,0,110,0,139.09240600001067,,5,139.07855269988067,139.09240600001067,139.09240600001067,0.016069100005552173,140.22643169993535,[0.2725],[-0.36583333333333334],[1],[0],[0],[1.147374500054866],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
111,0,111,[0.08083333333333333],[-0.3883333333333333],[1],[0],[0],[1.0073122000321746],['target'],111,0,111,0,140.26707079983316,,5,140.24314619996585,140.26707079983316,140.26707079983316,0.01653790008276701,141.25099369999953,[0.08083333333333333],[-0.3883333333333333],[1],[0],[0],[1.0073122000321746],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
112,0,112,[0.17916666666666667],[0.4075],[1],[0],[0],[1.4588144000153989],['target'],112,0,112,0,141.2913705999963,,5,141.2676339999307,141.2913705999963,141.2913705999963,0.016467500012367964,142.72686089994386,[0.17916666666666667],[0.4075],[1],[0],[0],[1.4588144000153989],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
113,0,113,[0.245],[0.055],[1],[0],[0],[1.1815424000378698],['target'],113,0,113,0,142.75758489989676,,5,142.7429078000132,142.75758489989676,142.75758489989676,0.015870099887251854,143.92505359998904,[0.245],[0.055],[1],[0],[0],[1.1815424000378698],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
114,0,114,[0.395],[0.1975],[1],[0],[0],[1.1135013999883085],['target'],114,0,114,0,143.96461829985492,,5,143.94538909988478,143.96461829985492,143.96461829985492,0.02015709993429482,145.05942959990352,[0.395],[0.1975],[1],[0],[0],[1.1135013999883085],['target'],127600,001,2024-10-11_12h00.25.095,visual search experiement,2024.2.1post4,59.91816372083085,2024-10-11 12h00.36.614521 +0530,
