reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,text.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,55,62,12,5,1,l,1.904746999964118,None,1,5,12,3,25.62773119995836,,25.614208399958443,25.62773119995836,26.627576699946076,26.627576699946076,26.627576699946076,,28.543853599985596,l,1.904746999964118,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,13,6,1,l,2.0151167000294663,None,1,6,13,0,28.559798799979035,,28.546003499999642,28.559798799979035,29.560060499992687,29.560060499992687,29.560060499992687,31.57519029994728,31.576457599992864,l,2.0151167000294663,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,14,0,2,t,2.8569262999808416,None,2,0,14,6,31.591740599949844,,31.57960409997031,31.591740599949844,32.59137489995919,32.59137489995919,32.59137489995919,34.5903479999979,35.45745849999366,t,2.8569262999808416,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,15,1,2,l,2.135392200027127,None,2,1,15,2,35.473527599999215,,35.459722799947485,35.473527599999215,36.47346099995775,36.47346099995775,36.47346099995775,38.48873009998351,38.62263149995124,l,2.135392200027127,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,16,2,2,t,1.6466525999712758,None,2,2,16,5,38.63882959994953,,38.625112399982754,38.63882959994953,39.63830429996597,39.63830429996597,39.63830429996597,,41.28791639994597,t,1.6466525999712758,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,17,3,2,t,2.23951169999782,None,2,3,17,3,41.304359299945645,,41.29014539998025,41.304359299945645,42.28731319995131,42.28731319995131,42.304057999979705,44.30290689994581,44.53693169995677,t,2.23951169999782,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,18,4,2,l,1.293176000006497,None,2,4,18,0,44.55287929996848,,44.53945899999235,44.55287929996848,45.55236709996825,45.55236709996825,45.55236709996825,,46.85261249996256,l,1.293176000006497,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,19,5,2,l,1.7299106999998912,None,2,5,19,4,46.868631799996365,,46.855068299977574,46.868631799996365,47.85146119998535,47.85146119998535,47.86825099994894,,49.58460019994527,l,1.7299106999998912,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,20,6,2,l,2.0700806999811903,None,2,6,20,1,49.60077379998984,,49.58725579996826,49.60077379998984,50.600196499959566,50.600196499959566,50.600196499959566,52.59944359998917,52.68335049995221,l,2.0700806999811903,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,21,0,3,l,1.602604900021106,None,3,0,21,0,52.69938139995793,,52.685669099970255,52.69938139995793,53.698779099970125,53.698779099970125,53.698779099970125,,55.3156046999502,l,1.602604900021106,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,22,1,3,l,1.946930899983272,None,3,1,22,1,55.331586199987214,,55.31803709996166,55.331586199987214,56.31448849994922,56.31448849994922,56.331101699965075,,58.26394039997831,l,1.946930899983272,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,23,2,3,t,2.431840799981728,None,3,2,23,5,58.28021539998008,,58.26600879995385,58.28021539998008,59.263929899956565,59.263929899956565,59.279806299949996,61.27900509996107,61.712754699983634,t,2.431840799981728,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,24,3,3,l,1.4510146000538953,None,3,3,24,3,61.72905399999581,,61.71518419997301,61.72905399999581,62.71173199999612,62.71173199999612,62.72858969995286,,64.17832879995694,l,1.4510146000538953,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,25,4,3,l,1.1386906999978237,None,3,4,25,2,64.19433849997586,,64.18050489999587,64.19433849997586,65.1772349999519,65.1772349999519,65.19392189994687,,66.32815089996438,l,1.1386906999978237,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,26,5,3,t,2.655767599993851,None,3,5,26,4,66.34396759996889,,66.33084139996208,66.34396759996889,67.34295139997266,67.34295139997266,67.34295139997266,69.34216019994346,70.00901339994743,t,2.655767599993851,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,27,6,3,l,1.3951890000025742,None,3,6,27,6,70.02510209998582,,70.01163199997973,70.02510209998582,71.00803479994647,71.00803479994647,71.02473659999669,,72.40829169994686,l,1.3951890000025742,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,28,0,4,t,0.5902137000230141,None,4,0,28,5,72.42415329994401,,72.41067209996982,72.42415329994401,73.42380279995268,73.42380279995268,73.42380279995268,,74.02417309995508,t,0.5902137000230141,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,29,1,4,t,1.1174183000111952,None,4,1,29,2,74.04013819998363,,74.02647859998979,74.04013819998363,75.03967779997038,75.03967779997038,75.03967779997038,,76.17325869994238,t,1.1174183000111952,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,30,2,4,t,2.5359442999470048,None,4,2,30,3,76.18921289994614,,76.17565709998598,76.18921289994614,77.1887811999768,77.1887811999768,77.1887811999768,79.18797179998364,79.73826359998202,t,2.5359442999470048,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,31,3,4,l,1.5399192000040784,None,4,3,31,4,79.75427789997775,,79.74079159996472,79.75427789997775,80.75382899999386,80.75382899999386,80.75382899999386,,82.30397199996514,l,1.5399192000040784,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,32,4,4,t,1.3850983000011183,None,4,4,32,6,82.31987699994352,,82.30678079999052,82.31987699994352,83.30303169996478,83.30303169996478,83.31947249994846,,84.70298289996572,t,1.3850983000011183,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,33,5,4,l,2.382308300002478,None,4,5,33,0,84.71891499997582,,84.70520479994593,84.71891499997582,85.71880849997979,85.71880849997979,85.71880849997979,87.7175675999606,88.11780719994567,l,2.382308300002478,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,34,6,4,l,1.2119905999861658,None,4,6,34,1,88.13411579997046,,88.12045019998914,88.13411579997046,89.11693339998601,89.11693339998601,89.13363399996888,,90.33373299997766,l,1.2119905999861658,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,35,0,5,t,1.4759884999948554,None,5,0,35,5,90.35053289995994,,90.33587029995397,90.35053289995994,91.33277549996274,91.33277549996274,91.36591929994756,,92.81613409996498,t,1.4759884999948554,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,36,1,5,t,0.34527270001126453,None,5,1,36,3,92.83191409998108,,92.8186247999547,92.83191409998108,93.83161579997977,93.83161579997977,93.83161579997977,,94.18208499997854,t,0.34527270001126453,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,37,2,5,t,0.2618823000229895,None,5,2,37,2,94.19814959994983,,94.18438209994929,94.19814959994983,95.19762359996093,95.19762359996093,95.19762359996093,,95.46505419997266,t,0.2618823000229895,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,38,3,5,l,0.15618310001445934,None,5,3,38,1,95.48081059998367,,95.46789289999288,95.48081059998367,96.48136899998644,96.48136899998644,96.48136899998644,,96.64733289997093,l,0.15618310001445934,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,39,4,5,t,0.2854679999873042,None,5,4,39,4,96.66363259998616,,96.64985419996083,96.66363259998616,97.64648609998403,97.64648609998403,97.66321429994423,,97.94720619998407,t,0.2854679999873042,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,40,5,5,t,0.23400480003328994,None,5,5,40,0,97.96324499999173,,97.94965179997962,97.96324499999173,98.96272509999108,98.96272509999108,98.96272509999108,,99.21342529996764,t,0.23400480003328994,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,41,6,5,t,1.5535603000316769,None,5,6,41,6,99.22932789998595,,99.21607069997117,99.22932789998595,100.22874839999713,100.22874839999713,100.22874839999713,,101.79626629996346,t,1.5535603000316769,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,42,0,6,t,0.9549125999910757,None,6,0,42,6,101.81149349996122,,101.79644089995418,101.81149349996122,102.8110725999577,102.8110725999577,102.8110725999577,,103.77795359998709,t,0.9549125999910757,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,43,1,6,l,1.1600824999623,None,6,1,43,0,103.79399749997538,,103.78029029996833,103.79399749997538,104.79357759997947,104.79357759997947,104.79357759997947,,105.96049749996746,l,1.1600824999623,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,44,2,6,t,1.566239100007806,None,6,2,44,2,105.97630619996926,,105.96270679996815,105.97630619996926,106.97635739995167,106.97635739995167,106.97635739995167,,108.55940749996807,t,1.566239100007806,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,45,3,6,t,1.263086699997075,None,6,3,45,5,108.57531739998376,,108.56150999997044,108.57531739998376,109.5747780999518,109.5747780999518,109.5747780999518,,110.841621199972,t,1.263086699997075,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,46,4,6,t,0.93347490002634,None,6,4,46,3,110.85752809996484,,110.84384919999866,110.85752809996484,111.84047549997922,111.84047549997922,111.85713749995921,,112.79061059997184,t,0.93347490002634,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,47,5,6,l,1.1689691999927163,None,6,5,47,1,112.80617369996617,,112.79280459997244,112.80617369996617,113.80567759997211,113.80567759997211,113.80567759997211,,114.98911139997654,l,1.1689691999927163,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,48,6,6,t,1.1369500000146218,None,6,6,48,4,115.00511869997717,,114.99158689996693,115.00511869997717,115.98802629997954,115.98802629997954,116.0047747999779,,117.13838169997325,t,1.1369500000146218,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,49,0,7,t,1.1753829000517726,None,7,0,49,5,117.15411589998985,,117.14052909996826,117.15411589998985,118.15382869995665,118.15382869995665,118.15382869995665,,119.33727159997215,t,1.1753829000517726,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,50,1,7,t,0.7599490000284277,None,7,1,50,6,119.35398489999352,,119.3398721999838,119.35398489999352,120.33616279996932,120.33616279996932,120.36937909998232,,121.10332319996087,t,0.7599490000284277,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,51,2,7,t,0.9973037000163458,None,7,2,51,2,121.1191193999839,,121.10550309997052,121.1191193999839,122.11893449997297,122.11893449997297,122.11893449997297,,123.11885499994969,t,0.9973037000163458,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,52,3,7,l,0.9815388999995776,None,7,3,52,1,123.1348959999741,,123.12104889994953,123.1348959999741,124.1182378999656,124.1182378999656,124.13513459998649,,125.10141289996682,l,0.9815388999995776,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,53,4,7,t,1.8407207000418566,None,7,4,53,3,125.11755199998152,,125.10367729997961,125.11755199998152,126.11702019994846,126.11702019994846,126.11702019994846,,127.96673039998859,t,1.8407207000418566,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,54,5,7,l,1.0438230999861844,None,7,5,54,0,127.98294599994551,,127.96887899999274,127.98294599994551,128.96583119995194,128.96583119995194,128.9825258999481,,130.01580569997896,l,1.0438230999861844,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,55,6,7,t,0.9192917000036687,None,7,6,55,4,130.0319588999846,,130.01842069998384,130.0319588999846,131.015022699954,131.015022699954,131.0315816999646,,131.94841419998556,t,0.9192917000036687,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,56,0,8,t,0.8853678000159562,None,8,0,56,3,131.9646954999771,,131.95069819997298,131.9646954999771,132.96415819996037,132.96415819996037,132.96415819996037,,133.86493949999567,t,0.8853678000159562,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,57,1,8,t,0.8409975999966264,None,8,1,57,0,133.88030419999268,,133.86735529999714,133.88030419999268,134.87980729999254,134.87980729999254,134.87980729999254,,135.73017099994468,t,0.8409975999966264,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,58,2,8,l,1.0809680999955162,None,8,2,58,1,135.74620799999684,,135.7324174999958,135.74620799999684,136.72915579995606,136.72915579995606,136.74594489997253,,137.81233549996978,l,1.0809680999955162,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,59,3,8,t,2.5327103000017814,None,8,3,59,5,137.82857729995158,,137.81463829998393,137.82857729995158,138.8115377999493,138.8115377999493,138.82821209996473,140.81105649995152,141.3607917999616,t,2.5327103000017814,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,60,4,8,l,1.0424721000017598,None,8,4,60,4,141.3770229999791,,141.36316079995595,141.3770229999791,142.36031669995282,142.36031669995282,142.37662499997532,,143.41015669994522,l,1.0424721000017598,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,61,5,8,t,0.9912406000075862,None,8,5,61,2,143.42621569999028,,143.41263599996455,143.42621569999028,144.42571409995435,144.42571409995435,144.42571409995435,,145.42599479999626,t,0.9912406000075862,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,62,6,8,t,1.6348517999867909,None,8,6,62,6,145.44205529999454,,145.42869489995064,145.44205529999454,146.441521599947,146.441521599947,146.441521599947,,148.09143019997282,t,1.6348517999867909,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,63,0,9,t,1.3432001000037417,None,9,0,63,2,148.10758169996552,,148.09425669995835,148.10758169996552,149.10725979995914,149.10725979995914,149.10725979995914,,150.45718469994608,t,1.3432001000037417,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,64,1,9,t,1.2250355999567546,None,9,1,64,5,150.47325229999842,,150.4593361999723,150.47325229999842,151.47289689996978,151.47289689996978,151.47289689996978,,152.70638069999404,t,1.2250355999567546,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,65,2,9,t,0.6899796999641694,None,9,2,65,6,152.72244679997675,,152.7092029999476,152.72244679997675,153.72176739998395,153.72176739998395,153.72176739998395,,154.42225469998084,t,0.6899796999641694,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,66,3,9,t,0.5687066999962553,None,9,3,66,4,154.43811129999813,,154.4247998999781,154.43811129999813,155.43769729998894,155.43769729998894,155.43769729998894,,156.02153129997896,t,0.5687066999962553,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,67,4,9,t,1.1408748000394553,None,9,4,67,3,156.03750879998552,,156.02404069999466,156.03750879998552,157.0369080999517,157.0369080999517,157.0369080999517,,158.18737999995938,t,1.1408748000394553,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,68,5,9,l,0.9147574999951757,None,9,5,68,0,158.2032002999913,,158.18958879995625,158.2032002999913,159.20278899994446,159.20278899994446,159.20278899994446,,160.11942319996888,l,0.9147574999951757,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,69,6,9,l,1.2376433999743313,None,9,6,69,1,160.13565439998638,,160.12184989999514,160.13565439998638,161.1186593999737,161.1186593999737,161.1352832999546,,162.36896009999327,l,1.2376433999743313,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,70,0,10,t,0.9301698000053875,None,10,0,70,4,162.38514019997092,,162.3714142999961,162.38514019997092,163.38488379999762,163.38488379999762,163.38488379999762,,164.31762669997988,t,0.9301698000053875,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,71,1,10,t,1.2648318000137806,None,10,1,71,5,164.3337907999521,,164.3199944999651,164.3337907999521,165.31687179999426,165.31687179999426,165.33335119998083,,166.5833944999613,t,1.2648318000137806,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,72,2,10,t,1.1321499000187032,None,10,2,72,2,166.59960279997904,,166.58561789995292,166.59960279997904,167.58235329994932,167.58235329994932,167.59917009994388,,168.716044199944,t,1.1321499000187032,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,73,3,10,l,0.7430446000071242,None,10,3,73,0,168.73194999998668,,168.71844839997357,168.73194999998668,169.73150899994653,169.73150899994653,169.73150899994653,,170.48219139996218,l,0.7430446000071242,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,74,4,10,t,0.5706375000299886,None,10,4,74,3,170.4977891999879,,170.48448789998656,170.4977891999879,171.49755849997746,171.49755849997746,171.49755849997746,,172.0811626999639,t,0.5706375000299886,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,75,5,10,t,0.6500264999922365,None,10,5,75,6,172.09747819998302,,172.08395429997472,172.09747819998302,173.09674539999105,173.09674539999105,173.09674539999105,,173.74807859997964,t,0.6500264999922365,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,76,6,10,l,0.7941806000308134,None,10,6,76,1,173.76313869998557,,173.75029169995105,173.76313869998557,174.76261409994913,174.76261409994913,174.76261409994913,,175.56282479997026,l,0.7941806000308134,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,77,0,11,t,0.8238332999753766,None,11,0,77,5,175.57897379994392,,175.56521619996056,175.57897379994392,176.5625884999754,176.5625884999754,176.57907799998065,,177.39554139995016,t,0.8238332999753766,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,78,1,11,t,0.7506913000252098,None,11,1,78,4,177.41162309999345,,177.3979668999673,177.41162309999345,178.41120439994847,178.41120439994847,178.41120439994847,,179.1781327999779,t,0.7506913000252098,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,79,2,11,t,0.8118536999681965,None,11,2,79,6,179.19417350000003,,179.18095409998205,179.19417350000003,180.19370379997417,180.19370379997417,180.19370379997417,,181.0105588999577,t,0.8118536999681965,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,80,3,11,l,0.663637200021185,None,11,3,80,0,181.02658909995807,,181.01279099995736,181.02658909995807,182.00962249998702,182.00962249998702,182.02627949998714,,182.6765845999471,l,0.663637200021185,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,81,4,11,t,0.6226009000092745,None,11,4,81,2,182.692727799993,,182.67909079999663,182.692727799993,183.69215439999243,183.69215439999243,183.69215439999243,,184.32599969999865,t,0.6226009000092745,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,82,5,11,t,0.41640889999689534,None,11,5,82,3,184.34191799996188,,184.3282848999952,184.34191799996188,185.34156719996827,185.34156719996827,185.34156719996827,,185.7592579999473,t,0.41640889999689534,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,83,6,11,t,0.32898409996414557,None,11,6,83,1,185.77466889994685,,185.76172759995097,185.77466889994685,186.77425329998368,186.77425329998368,186.77425329998368,,187.10810829995899,t,0.32898409996414557,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,84,0,12,t,2.4025836000218987,None,12,0,84,2,187.124025099969,,187.11044149997178,187.124025099969,188.12367289996473,188.12367289996473,188.12367289996473,190.1226799999713,190.53974329994526,t,2.4025836000218987,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,85,1,12,t,1.607859699986875,None,12,1,85,6,190.5559479999938,,190.54264909995254,190.5559479999938,191.55542929994408,191.55542929994408,191.55542929994408,,193.17224119999446,t,1.607859699986875,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,86,2,12,t,2.05023589998018,None,12,2,86,4,193.18816189997597,,193.17466939997394,193.18816189997597,194.18767889996525,194.18767889996525,194.18767889996525,196.18680649995804,196.25413489999482,t,2.05023589998018,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,87,3,12,t,0.9539914000197314,None,12,3,87,3,196.27014639996924,,196.2569224999752,196.27014639996924,197.2697586999857,197.2697586999857,197.2697586999857,,198.23647359997267,t,0.9539914000197314,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,88,4,12,l,0.7859425999922678,None,12,4,88,0,198.2526249999646,,198.23870439996244,198.2526249999646,199.23555619997205,199.23555619997205,199.25219259998994,,200.03585939999903,l,0.7859425999922678,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,89,5,12,t,0.7636475999606773,None,12,5,89,5,200.05189939995762,,200.0382544999593,200.05189939995762,201.0513710999512,201.0513710999512,201.0513710999512,,201.81805659999372,t,0.7636475999606773,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,90,6,12,l,0.818337699980475,None,12,6,90,1,201.83490939997137,,201.82035369996447,201.83490939997137,202.81730179995066,202.81730179995066,202.83425229997374,,203.65085989999352,l,0.818337699980475,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,91,0,13,l,1.423100300016813,None,13,0,91,0,203.66697849996854,,203.65327329997672,203.66697849996854,204.66677269997308,204.66677269997308,204.66677269997308,,206.10015659994679,l,1.423100300016813,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
