reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,text.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,55,62,92,1,13,t,1.0223744999966584,None,13,1,92,3,206.11590119998436,,206.1023445999599,206.11590119998436,207.1154899999965,207.1154899999965,207.1154899999965,,208.14911529998062,t,1.0223744999966584,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,93,2,13,t,0.8668943999800831,None,13,2,93,2,208.1650111999479,,208.15153749997262,208.1650111999479,209.16445389995351,209.16445389995351,209.16445389995351,,210.04818539996631,t,0.8668943999800831,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,94,3,13,t,0.9650394999771379,None,13,3,94,5,210.06416139996145,,210.0502813999774,210.06416139996145,211.06357919995207,211.06357919995207,211.06357919995207,,212.03076449997025,t,0.9650394999771379,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,95,4,13,l,0.751589999999851,None,13,4,95,1,212.04670209996402,,212.03307639999548,212.04670209996402,213.04617819999112,213.04617819999112,213.04617819999112,,213.81304079998517,l,0.751589999999851,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,96,5,13,t,0.7419237000285648,None,13,5,96,4,213.82916639995528,,213.815515699971,213.82916639995528,214.81282789999386,214.81282789999386,214.82877189997816,,215.56235129997367,t,0.7419237000285648,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,97,6,13,t,1.0174816999933682,None,13,6,97,6,215.5784879999701,,215.56522859999677,215.5784879999701,216.57836369995493,216.57836369995493,216.57836369995493,,217.6116675999947,t,1.0174816999933682,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,98,0,14,t,1.4536331000272185,None,14,0,98,6,217.62780469999416,,217.61191509995842,217.62780469999416,218.62705719994847,218.62705719994847,218.62705719994847,,220.09394939994672,t,1.4536331000272185,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,99,1,14,l,0.6529073999845423,None,14,1,99,0,220.10996829997748,,220.0962091999827,220.10996829997748,221.09316309995484,221.09316309995484,221.10950500000035,,221.7597301999922,l,0.6529073999845423,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,100,2,14,t,0.6447901999927126,None,14,2,100,5,221.77578219998395,,221.76191969995853,221.77578219998395,222.77528279996477,222.77528279996477,222.77528279996477,,223.4259395999834,t,0.6447901999927126,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,101,3,14,t,0.37853099999483675,None,14,3,101,2,223.44226669997443,,223.42823159997351,223.44226669997443,224.4413205999881,224.4413205999881,224.4413205999881,,224.82577269995818,t,0.37853099999483675,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,102,4,14,l,0.7299391999840736,None,14,4,102,4,224.84111659997143,,224.82834709994495,224.84111659997143,225.840690299985,225.840690299985,225.840690299985,,226.5744199999608,l,0.7299391999840736,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,103,5,14,l,0.7680521000293083,None,14,5,103,1,226.59053519996814,,226.57663959998172,226.59053519996814,227.58991029998288,227.58991029998288,227.58991029998288,,228.3737800999661,l,0.7680521000293083,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,104,6,14,t,0.948780499980785,None,14,6,104,3,228.38952239998616,,228.37633819994517,228.38952239998616,229.38906969997333,229.38906969997333,229.38906969997333,,230.33933529997012,t,0.948780499980785,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,105,0,15,t,0.5942662000306882,None,15,0,105,5,230.35529300000053,,230.34142569999676,230.35529300000053,231.35526749998098,231.35526749998098,231.35526749998098,,231.95544839999638,t,0.5942662000306882,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,106,1,15,t,0.617987500037998,None,15,1,106,6,231.9714647999499,,231.95798709994415,231.9714647999499,232.97091429994907,232.97091429994907,232.97091429994907,,233.6046340999892,t,0.617987500037998,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,107,2,15,l,0.9439095000270754,None,15,2,107,0,233.62066989997402,,233.60695940000005,233.62066989997402,234.62022639997303,234.62022639997303,234.62022639997303,,235.57052149996161,l,0.9439095000270754,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,108,3,15,t,3.123109599982854,None,15,3,108,2,235.58645139995497,,235.57272229995579,235.58645139995497,236.58605839998927,236.58605839998927,236.58605839998927,238.58554689999437,239.71867949998705,t,3.123109599982854,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,109,4,15,l,0.9388201999827288,None,15,4,109,1,239.734589199943,,239.7209240999655,239.734589199943,240.73416299995733,240.73416299995733,240.73416299995733,,241.68451949994778,l,0.9388201999827288,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,110,5,15,t,0.6305878999992274,None,15,5,110,3,241.70048269996187,,241.68672109994804,241.70048269996187,242.70000129996333,242.70000129996333,242.70000129996333,,243.33343959995545,t,0.6305878999992274,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,111,6,15,t,1.4164048000238836,None,15,6,111,4,243.34987489995547,,243.33575569995446,243.34987489995547,244.33268469996983,244.33268469996983,244.3493322999566,,245.76592389994767,t,1.4164048000238836,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,112,0,16,t,1.0452717999578454,None,16,0,112,4,245.78199369995855,,245.7661178999697,245.78199369995855,246.78157219995046,246.78157219995046,246.78157219995046,,247.8320857999497,t,1.0452717999578454,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,113,1,16,t,1.1946794000105,None,16,1,113,5,247.8479583999724,,247.8341284999624,247.8479583999724,248.84742659999756,248.84742659999756,248.84742659999756,,250.04743349994533,t,1.1946794000105,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,114,2,16,t,0.8240906000137329,None,16,2,114,3,250.0636621999438,,250.05002979998244,250.0636621999438,251.0466648999718,251.0466648999718,251.06306439999025,,251.88010629999917,t,0.8240906000137329,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,115,3,16,l,0.6630124000366777,None,16,3,115,0,251.89618589996826,,251.8823151999968,251.89618589996826,252.89548219996504,252.89548219996504,252.89548219996504,,253.56282529997407,l,0.6630124000366777,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,116,4,16,t,0.7010536000016145,None,16,4,116,2,253.57869929994922,,253.56526219996158,253.57869929994922,254.5782444999786,254.5782444999786,254.5782444999786,,255.29537469998468,t,0.7010536000016145,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,117,5,16,t,0.47982509998837486,None,16,5,117,6,255.31148209999083,,255.2979903999949,255.31148209999083,256.29419959994266,256.29419959994266,256.310795999947,,256.7779411999509,t,0.47982509998837486,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,118,6,16,l,0.9488862999714911,None,16,6,118,1,256.7939821999753,,256.78038309997646,256.7939821999753,257.7934403999825,257.7934403999825,257.7934403999825,,258.7441252999706,l,0.9488862999714911,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,119,0,17,t,0.7454258000361733,None,17,0,119,2,258.7598957999726,,258.7462618999998,258.7598957999726,259.7593050999567,259.7593050999567,259.7593050999567,,260.50958329997957,t,0.7454258000361733,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,120,1,17,t,1.4633329000207596,None,17,1,120,4,260.5256836999906,,260.51225959998555,260.5256836999906,261.5252156999777,261.5252156999777,261.5252156999777,,262.9921866999939,t,1.4633329000207596,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,121,2,17,l,1.0653417999856174,None,17,2,121,1,263.0085322999512,,262.99437339999713,263.0085322999512,264.00801059999503,264.00801059999503,264.0241559999995,,265.0745656999643,l,1.0653417999856174,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,122,3,17,t,1.5674643000238575,None,17,3,122,5,265.0904019999434,,265.07711869996274,265.0904019999434,266.0897497999831,266.0897497999831,266.0897497999831,,267.67319089995,t,1.5674643000238575,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,123,4,17,t,1.2825557999894954,None,17,4,123,6,267.6892064999556,,267.6758295999607,267.6892064999556,268.68880509998417,268.68880509998417,268.68880509998417,,269.9727195999585,t,1.2825557999894954,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,124,5,17,l,0.741494000016246,None,17,5,124,0,269.98825159994885,,269.9751991999801,269.98825159994885,270.9879602000001,270.9879602000001,270.9879602000001,,271.73781389999203,l,0.741494000016246,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,125,6,17,t,0.6801852000062354,None,17,6,125,3,271.7540158999618,,271.7401266999659,271.7540158999618,272.7371259999927,272.7371259999927,272.7536754999892,,273.4208813000005,t,0.6801852000062354,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,126,0,18,l,0.6002418000134639,None,18,0,126,0,273.4367131999461,,273.42337029997725,273.4367131999461,274.43700459995307,274.43700459995307,274.43700459995307,,275.0536118999589,l,0.6002418000134639,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,127,1,18,t,0.6724013999919407,None,18,1,127,4,275.06941069994355,,275.05608269997174,275.06941069994355,276.06897629995365,276.06897629995365,276.06897629995365,,276.752721799945,t,0.6724013999919407,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,128,2,18,t,0.9804873999673873,None,18,2,128,2,276.76872729999013,,276.75531279999996,276.76872729999013,277.7681726999581,277.7681726999581,277.7681726999581,,278.751741199987,t,0.9804873999673873,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,129,3,18,t,0.7726597000146285,None,18,3,129,6,278.7677964999457,,278.7543969999533,278.7677964999457,279.7672310999478,279.7672310999478,279.7672310999478,,280.55099199997494,t,0.7726597000146285,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,130,4,18,t,0.5201016000355594,None,18,4,130,3,280.5670261999476,,280.5534476999892,280.5670261999476,281.56665039999643,281.56665039999643,281.56665039999643,,282.10054969997145,t,0.5201016000355594,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,131,5,18,l,0.43375120003474876,None,18,5,131,1,282.1162847999949,,282.10271139995893,282.1162847999949,283.11591239995323,283.11591239995323,283.11591239995323,,283.5665666999994,l,0.43375120003474876,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,132,6,18,t,0.7656133999698795,None,18,6,132,5,283.58229469996877,,283.5688977999962,283.58229469996877,284.56512519996613,284.56512519996613,284.58202879998134,,285.3323354999884,t,0.7656133999698795,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,133,0,19,t,0.4385270999628119,None,19,0,133,5,285.3483102999744,,285.33247279998614,285.3483102999744,286.34785969997756,286.34785969997756,286.34785969997756,,286.7981626999681,t,0.4385270999628119,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,134,1,19,l,0.6447860000189394,None,19,1,134,1,286.8144779999857,,286.8004098999663,286.8144779999857,287.79719469998963,287.79719469998963,287.81380099995295,,288.4478637999855,l,0.6447860000189394,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,135,2,19,t,0.6695621000253595,None,19,2,135,4,288.4638075999683,,288.45023079996463,288.4638075999683,289.46322709997185,289.46322709997185,289.46322709997185,,290.1475590999471,t,0.6695621000253595,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,136,3,19,l,0.6423141999985091,None,19,3,136,0,290.1629599999869,,290.14977399999043,290.1629599999869,291.16244969994295,291.16244969994295,291.16244969994295,,291.8128238999634,l,0.6423141999985091,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,137,4,19,t,0.6224275000276975,None,19,4,137,3,291.82885549997445,,291.8151055999915,291.82885549997445,292.8283875999623,292.8283875999623,292.8283875999623,,293.46253759996034,t,0.6224275000276975,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,138,5,19,t,0.5387462999788113,None,19,5,138,6,293.4782118999865,,293.4651433999534,293.4782118999865,294.47872479999205,294.47872479999205,294.47872479999205,,295.0277969999588,t,0.5387462999788113,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,139,6,19,t,0.6989509999984875,None,19,6,139,2,295.0441966999788,,295.030006499961,295.0441966999788,296.02700799994636,296.02700799994636,296.0437440999667,,296.7277018999448,t,0.6989509999984875,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,140,0,20,t,0.36629590002121404,None,20,0,140,3,296.7435022999998,,296.7299233999802,296.7435022999998,297.74284969997825,297.74284969997825,297.74284969997825,,298.11058909998974,t,0.36629590002121404,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,141,1,20,t,0.2564779000240378,None,20,1,141,4,298.12616329995217,,298.11292979994323,298.12616329995217,299.1263023999636,299.1263023999636,299.1263023999636,,299.3929355999571,t,0.2564779000240378,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,142,2,20,t,0.494108899962157,None,20,2,142,5,299.4088004999794,,299.39502939995145,299.4088004999794,300.40840629994636,300.40840629994636,300.40840629994636,,300.90896109997993,t,0.494108899962157,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,143,3,20,l,0.4607817999785766,None,20,3,143,0,300.92513169994345,,300.911235699954,300.92513169994345,301.90788549999706,301.90788549999706,301.92454459995497,,302.3748848999967,l,0.4607817999785766,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,144,4,20,t,0.7063431999995373,None,20,4,144,6,302.3910303999437,,302.3774855999509,302.3910303999437,303.390543699963,303.390543699963,303.390543699963,,304.1075975999702,t,0.7063431999995373,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,145,5,20,t,0.2473642000113614,None,20,5,145,2,304.1235278999666,,304.1098466999829,304.1235278999666,305.1230524999555,305.1230524999555,305.1230524999555,,305.37335489998804,t,0.2473642000113614,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,146,6,20,l,0.4675416999962181,None,20,6,146,1,305.38969519996317,,305.3755002999678,305.38969519996317,306.37275149999186,306.37275149999186,306.3893207999645,,306.8566585999797,l,0.4675416999962181,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,147,0,21,t,1.84790689998772,None,21,0,147,5,306.87242739996873,,306.8588168999995,306.87242739996873,307.87178259994835,307.87178259994835,307.87178259994835,,309.7215118999593,t,1.84790689998772,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,148,1,21,l,0.9730882999720052,None,21,1,148,0,309.73768869997,,309.72369179996895,309.73768869997,310.72149569995236,310.72149569995236,310.73732359998394,,311.7042718999437,l,0.9730882999720052,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,149,2,21,t,0.7551212999969721,None,21,2,149,2,311.7204047999694,,311.70648619998246,311.7204047999694,312.719707799959,312.719707799959,312.719707799959,,313.4869438999449,t,0.7551212999969721,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,150,3,21,t,0.868224999983795,None,21,3,150,4,313.5027693999582,,313.4893011999666,313.5027693999582,314.5023455999908,314.5023455999908,314.5023455999908,,315.3860160999466,t,0.868224999983795,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,151,4,21,l,0.8349001999595203,None,21,4,151,1,315.402082399989,,315.38830049999524,315.402082399989,316.4015369999688,316.4015369999688,316.4015369999688,,317.25193309999304,l,0.8349001999595203,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,152,5,21,t,3.4509385999990627,None,21,5,152,6,317.2677488999907,,317.2545444999705,317.2677488999907,318.25065289996564,318.25065289996564,318.26727809995646,320.2502666999935,321.7168348999694,t,3.4509385999990627,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,153,6,21,t,0.6480984999798238,None,21,6,153,3,321.73272159998305,,321.7192176999524,321.73272159998305,322.732135499944,322.732135499944,322.732135499944,,323.3824967999826,t,0.6480984999798238,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
40,55,62,154,0,22,t,0.584206199971959,None,22,0,154,3,323.3984969999874,,323.3826496999827,323.3984969999874,324.39817189995665,324.39817189995665,324.39817189995665,,324.9985820999718,t,0.584206199971959,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
78,80,162,155,1,22,t,1.1675534000387415,None,22,1,155,6,325.01456489996053,,325.0013831999968,325.01456489996053,326.0140338999918,326.0140338999918,326.0140338999918,,327.19788639998296,t,1.1675534000387415,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
27,50,21,156,2,22,t,0.860157800023444,None,22,2,156,2,327.21370599995134,,327.2000471999636,327.21370599995134,328.21305379999103,328.21305379999103,328.21305379999103,,329.08010929997545,t,0.860157800023444,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
67,75,119,157,3,22,t,1.2461745999753475,None,22,3,157,5,329.09607529995264,,329.08257549995324,329.09607529995264,330.09558659995673,330.09558659995673,330.09558659995673,,331.3461129999487,t,1.2461745999753475,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
11,30,7,158,4,22,l,0.5341656000236981,None,22,4,158,0,331.3618463999592,,331.34832569997525,331.3618463999592,332.3614481999539,332.3614481999539,332.3614481999539,,332.9118904999923,l,0.5341656000236981,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
49,60,89,159,5,22,t,0.5363632999942638,None,22,5,159,4,332.927737799997,,332.9145274999901,332.927737799997,333.92782349995105,333.92782349995105,333.92782349995105,,334.4782040999853,t,0.5363632999942638,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
15,35,13,160,6,22,l,0.7125175999826752,None,22,6,160,1,334.49393429997144,,334.4804088999517,334.49393429997144,335.49332519999007,335.49332519999007,335.49332519999007,,336.2103617999819,l,0.7125175999826752,None,706337,001,2024-11-18_17h53.17.638,Delay dfiscounting,2024.2.4,59.609604766952685,2024-11-18 17h53.28.823402 +0530,
